CanopyHeight,x_coord,y_coord
0.224938271604938,668782,258283
0.344444444444444,672328,258937
0.357530864197531,670156,258967
0.173827160493827,671110,258655
0.384938271604938,674020,258679
0.502469135802469,668674,258985
0.448888888888889,672370,259237
0.118518518518519,672472,258613
0.66716049382716,671290,259153
0.638765432098765,672760,259147
0.541975308641975,673072,258679
0.434074074074074,670012,259093
0.449135802469136,669052,258217
0.610617283950617,671818,258955
0.596543209876543,673552,258619
0.597037037037037,671134,259003
0.442962962962963,671230,259879
0.290864197530864,674830,258571
0.340493827160494,670990,258895
0.335061728395062,669856,258943
0.359012345679012,671020,259369
0.666913580246914,672616,259549
0.391851851851852,671368,259771
0.011358024691358,672400,258523
0.603703703703704,668944,259063
0.325432098765432,674872,258589
0.403703703703704,668938,259303
0.416049382716049,673492,259441
0.518024691358025,673666,258391
0.659012345679012,671980,259189
0.38,669268,259525
0.540740740740741,670768,259471
0.558271604938272,671734,259189
0.491604938271605,669502,259783
0.196049382716049,668674,258829
0.0520987654320988,669580,258229
0.674567901234568,670324,259423
